radius_m,mu,g_mps2,safety_margin,vmax_mps,vmax_kph,curvature_1pm
293.0132670841307,0.37777777777777777,9.80665,0.9,29.652730701051475,106.7498305237853,0.0034128147505105206
318.000741391904,0.37777777777777777,9.80665,0.9,30.89122404494034,111.20840656178522,0.0031446467565545717
345.1190880608327,0.37777777777777777,9.80665,0.9,32.18144502829418,115.85320210185904,0.002897550540072516
374.5500228163097,0.37777777777777777,9.80665,0.9,33.52555413804488,120.69199489696157,0.002669870348640799
406.4907576684666,0.37777777777777777,9.80665,0.9,34.92580209728872,125.73288755023938,0.0024600805335298643
441.15532239847073,0.37777777777777777,9.80665,0.9,36.38453363414299,130.98432108291476,0.0022667753265747893
478.7759987380311,0.37777777777777777,9.80665,0.9,37.904191408015016,136.45508906885405,0.0020886594203465155
519.604876852311,0.37777777777777777,9.80665,0.9,39.48732009985759,142.15435235948732,0.0019245392885029315
563.9155445560118,0.37777777777777777,9.80665,0.9,41.136570673260856,148.09165442373907,0.0017733151881587713
612.0049205817791,0.37777777777777777,9.80665,0.9,42.85470481351529,154.27693732865504,0.001633973790683559
664.1952441853756,0.37777777777777777,9.80665,0.9,44.64459955207905,160.72055838748457,0.0015055813915477267
720.8362344196568,0.37777777777777777,9.80665,0.9,46.509252084193825,167.43330750309778,0.0013872776537171404
782.3074335462875,0.37777777777777777,9.80665,0.9,48.45178478771582,174.42642523577697,0.001278269842671554
849.0207502880353,0.37777777777777777,9.80665,0.9,50.47545045156627,181.71162162563857,0.001177827514416749
921.42321996357,0.37777777777777777,9.80665,0.9,52.58363772255641,189.30109580120308,0.0010852776208955714
1000.0,0.37777777777777777,9.80665,0.9,54.779876779708076,197.20755640694907,0.001
8.0,0.45555555555555555,9.80665,0.9,5.38044894037663,19.36961618535587,0.125
8.682220967164563,0.45555555555555555,9.80665,0.9,5.6051719268351405,20.178618936606508,0.11517790249544636
9.422620115333999,0.45555555555555555,9.80665,0.9,5.839280825362043,21.021410971303357,0.10612759378600434
10.22615874137243,0.45555555555555555,9.80665,0.9,6.083167653466284,21.899403552478624,0.09778842919328595
11.098221229737115,0.45555555555555555,9.80665,0.9,6.337240801890042,22.814066886804152,0.09010452930245716
12.044651132381807,0.45555555555555555,9.80665,0.9,6.6019257184627795,23.766932586466005,0.083024405523172
13.07179032546847,0.45555555555555555,9.80665,0.9,6.877665620517563,24.759596233863228,0.07650061507272239
